序号,专项,报警编号,报警等级,现场工作人员核实-是否误报,综合研判-误报,研判备注,现场核实内容,报警状态,监测指标,设备标识码,设备名称,设施名称,报警生成时间,初次报警时间,初次报警值,报警阈值,当前报警值,报警核实时间,操作人员,报警处置时间,处置内容,操作人员.1,消警时间,消警内容,回复附件,初次报警时间.1,报警前10次推送值,推送时间10,报警前9次推送值,推送时间9,报警前8次推送值,推送时间8,报警前7次推送值,推送时间7,报警前6次推送值,推送时间6,报警前5次推送值,推送时间5,报警前4次推送值,推送时间4,报警前3次推送值,推送时间3,报警前2次推送值,推送时间2,报警前1次推送值,推送时间1,报警后1次推送值,推送时间2-1,报警后2次推送值,推送时间2-2,报警后3次推送值,推送时间2-3,报警后4次推送值,推送时间2-4,报警后5次推送值,推送时间2-5,报警后6次推送值,推送时间2-6,报警后7次推送值,推送时间2-7,报警后8次推送值,推送时间2-8,报警后9次推送值,推送时间2-9,报警后10次推送值,推送时间2-10
400,燃气爆炸,RQ011869878861320306689,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000264866,1#储罐可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-20 06:54:00,2024-12-20 06:35:03,0.292778,0.0,0.292778,2024-12-20 07:36:05,13862596414,2024-12-20 08:38:50,设备维护,13862596414,2024-12-20 10:23:53,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241220-072300_1734650819424.jpg,2024-12-20 06:35:03,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03
401,燃气爆炸,RQ011869878861731348482,1,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000264841,3#次高压调压计量撬可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-20 06:54:00,2024-12-20 06:35:03,81.57393,80.0,81.57393,2024-12-20 08:30:49,13862596414,2024-12-20 09:35:00,设备维护,13862596414,2024-12-20 11:29:25,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241220-072258_1734650800631.jpg,2024-12-20 06:35:03,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03
402,燃气爆炸,RQ011869878410709450754,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264829,储罐增压器可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-20 06:53:00,2024-12-20 06:35:03,217.8748,80.0,217.8748,2024-12-20 07:58:46,13862596414,2024-12-20 09:38:04,设备调试,13862596414,2024-12-20 11:22:49,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241220-072300_1734650843592.jpg,2024-12-20 06:35:03,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:05:02,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03,0.0,2024-12-20 06:35:03
403,燃气爆炸,RQ011869854885315493892,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000262401,3#探头#可燃气体浓度,苏州-金山路LNG,2024-12-20 05:19:00,2024-12-20 05:05:02,5.6,0.0,5.6,2024-12-20 06:59:41,13862596414,2024-12-20 08:35:25,设备维护,13862596414,2024-12-20 09:38:36,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241220-061240_1734646389905.jpg,2024-12-20 05:05:02,0.0,2024-12-20 04:35:02,0.0,2024-12-20 04:35:02,0.0,2024-12-20 04:35:02,0.0,2024-12-20 04:35:02,0.0,2024-12-20 04:35:02,0.0,2024-12-20 04:35:02,0.0,2024-12-20 04:35:02,0.0,2024-12-20 04:05:03,0.0,2024-12-20 04:05:03,0.0,2024-12-20 04:05:03,0.0,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02,5.6,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02,0.0,2024-12-20 05:05:02
404,燃气爆炸,RQ011869154011471556611,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000262401,3#探头#可燃气体浓度,苏州-金山路LNG,2024-12-18 06:54:00,2024-12-18 06:35:02,7.0,0.0,7.0,2024-12-18 07:58:46,13962105521,2024-12-18 09:15:34,设备维护,13962105521,2024-12-18 10:50:16,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信截图_20241218083221_1734482020053.png,2024-12-18 06:35:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:05:02,0.0,2024-12-18 06:35:02,0.0,2024-12-18 06:35:02,7.0,2024-12-18 06:35:02,0.0,2024-12-18 06:35:02,0.0,2024-12-18 06:35:02,0.0,2024-12-18 06:35:02,0.0,2024-12-18 06:35:02,0.0,2024-12-18 06:35:02,0.0,2024-12-18 07:05:02,0.0,2024-12-18 07:05:02
405,燃气爆炸,RQ011868972481927327746,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000264833,5#6#LNG汽化器可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:53:00,2024-12-17 18:35:03,10.364029,0.0,10.364029,2024-12-17 20:05:53,13862596414,2024-12-17 21:30:45,设备维护,13862596414,2024-12-17 22:47:19,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/20241217-185331_1734433438176.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
406,燃气爆炸,RQ011868972067618172929,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264840,2#调压计量撬可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:51:00,2024-12-17 18:35:03,281879314000.0,80.0,281879314000.0,2024-12-17 20:19:22,13862596414,2024-12-17 22:08:15,设备调试,13862596414,2024-12-17 23:29:38,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241217-185708_1734433329566.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,281879314000.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
407,燃气爆炸,RQ011868972067978883074,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264842,锅炉撬可燃气体#可燃气体浓度,苏州-公司场站,2024-12-17 18:51:00,2024-12-17 18:35:03,1098.0356,80.0,1098.0356,2024-12-17 20:20:58,13862596414,2024-12-17 21:33:28,设备调试,13862596414,2024-12-17 23:14:44,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241217-185708_1734433374770.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,1098.0356,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
408,燃气爆炸,RQ011868972072441634821,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264872,7#储罐可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:51:00,2024-12-17 18:35:03,650.4883,80.0,650.4883,2024-12-17 20:01:33,13862596414,2024-12-17 21:19:56,设备调试,13862596414,2024-12-17 22:56:34,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/20241217-185331_1734433402763.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,650.4883,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
409,燃气爆炸,RQ011868971746800066564,1,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000264841,3#次高压调压计量撬可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:50:00,2024-12-17 18:35:03,81.4428,80.0,81.4428,2024-12-17 20:22:24,13862596414,2024-12-17 21:42:47,设备维护,13862596414,2024-12-17 23:08:12,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241217-185708_1734433050910.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
410,燃气爆炸,RQ011868971747240558596,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264843,锅炉可燃气体二#可燃气体浓度,苏州-公司场站,2024-12-17 18:50:00,2024-12-17 18:35:03,178.26772,80.0,178.26772,2024-12-17 20:05:23,13862596414,2024-12-17 21:26:16,设备调试,13862596414,2024-12-17 23:02:19,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241217-185708_1734433103514.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,178.26772,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
411,燃气爆炸,RQ011868971748339363842,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264828,1#2#LNG卸车柱可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:50:00,2024-12-17 18:35:03,148.05598,80.0,148.05598,2024-12-17 19:48:04,13862596414,2024-12-17 20:56:39,设备调试,13862596414,2024-12-17 22:34:53,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/20241217-185331_1734433155693.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,148.05598,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
412,燃气爆炸,RQ011868971748775583745,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264839,1#调压计量撬可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:50:00,2024-12-17 18:35:03,306.64462,80.0,306.64462,2024-12-17 20:34:30,13862596414,2024-12-17 22:16:21,设备调试,13862596414,2024-12-17 23:29:26,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241217-185708_1734433208002.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,306.64462,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
413,燃气爆炸,RQ011868971752089083905,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264829,储罐增压器可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:50:00,2024-12-17 18:35:03,215.84843,80.0,215.84843,2024-12-17 19:51:26,13862596414,2024-12-17 21:19:14,设备调试,13862596414,2024-12-17 22:36:14,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/20241217-185331_1734433248896.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,215.84843,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
414,燃气爆炸,RQ011868971376648531970,1,否,非误报,设备调试,设备调试,消警,RQ0101,1000000000000264831,1#2#LNG汽化器可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:48:00,2024-12-17 18:35:03,172.88676,80.0,172.88676,2024-12-17 20:01:35,13862596414,2024-12-17 21:19:00,设备调试,13862596414,2024-12-17 23:01:06,设备调试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/20241217-185331_1734432848073.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,172.88676,2024-12-17 18:35:03
415,燃气爆炸,RQ011868971376690475011,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000264866,1#储罐可燃气体浓度#可燃气体浓度,苏州-公司场站,2024-12-17 18:48:00,2024-12-17 18:35:03,9.501194,0.0,9.501194,2024-12-17 19:40:22,13862596414,2024-12-17 21:05:20,设备维护,13862596414,2024-12-17 22:50:34,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/20241217-185331_1734432929766.jpg,2024-12-17 18:35:03,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:05:02,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03,9.501194,2024-12-17 18:35:03,0.0,2024-12-17 18:35:03
416,燃气爆炸,RQ011868684203793743874,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000262401,3#探头#可燃气体浓度,苏州-金山路LNG,2024-12-16 23:47:00,2024-12-16 23:35:03,4.8,0.0,4.8,2024-12-17 00:51:54,13776110293,2024-12-17 02:37:30,设备维护,13776110293,2024-12-17 03:45:46,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241216-235117_1734364296040.jpg,2024-12-16 23:35:03,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,0.0,2024-12-16 23:05:02,4.8,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03,0.0,2024-12-16 23:35:03
417,燃气爆炸,RQ011867335191404634113,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000262399,1#探头#可燃气体浓度,苏州-金山路LNG,2024-12-13 06:27:00,2024-12-13 06:05:03,5.6,0.0,5.6,2024-12-13 07:31:46,13862596414,2024-12-13 09:19:49,设备维护,13862596414,2024-12-13 10:51:50,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241213-063318_1734042812288.jpg,2024-12-13 06:05:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 05:35:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03,0.0,2024-12-13 06:05:03
418,燃气爆炸,RQ011866624204187795458,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000264805,罐区探头#可燃气体浓度,苏州-金山路LNG2,2024-12-11 07:22:00,2024-12-11 07:05:03,0.695215,0.0,0.695215,2024-12-11 08:28:31,周文翔,2024-12-11 09:52:19,设备维护,周文翔,2024-12-11 11:47:44,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241211-072101_1733872996992.jpg,2024-12-11 07:05:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.695215,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03
419,燃气爆炸,RQ011866623087169142787,3,否,非误报,设备调试,设备维护,消警,RQ0101,1000000000000264807,卸车区探头#可燃气体浓度,苏州-金山路LNG2,2024-12-11 07:17:00,2024-12-11 07:05:03,1.6,0.0,1.6,2024-12-11 08:08:31,周文翔,2024-12-11 09:46:58,设备维护,周文翔,2024-12-11 11:26:14,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/润工作3.020241211-072101_1733872888211.jpg,2024-12-11 07:05:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 06:35:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03,0.0,2024-12-11 07:05:03
420,燃气爆炸,RQ011866306089931489282,3,否,非误报,设备调试,设备维护,消警,RQ0101,YQ-RQ-01-0044,无线远传模块DTU-44,大丰收商业广场张记烧烤,2024-12-10 10:18:00,2024-12-10 09:47:41,1.0,0.0,1.0,2024-12-10 11:30:08,顾俊,2024-12-10 12:41:30,设备维护,顾俊,2024-12-10 14:29:27,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/douyiguo_1733815571634.png,2024-12-10 09:47:41,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
421,燃气爆炸,RQ011865958801463738370,3,否,非误报,设备调试,报警器年检测试,消警,RQ0101,YQ-RQ-01-0015,无线远传模块DTU-15,中天湖畔小胡同延边料理,2024-12-09 11:18:01,2024-12-09 10:59:09,1.0,0.0,1.0,2024-12-09 11:24:14,顾俊,2024-12-09 11:25:11,报警器年检测试,顾俊,2024-12-09 11:25:11,报警器年检测试,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/1209_1733714646720.png,2024-12-09 10:59:09,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
422,燃气爆炸,RQ011865822906509058049,3,否,非误报,设备调试,设备维护,消警,RQ0101,YQ-RQ-01-0070,无线远传模块DTU-70,顺达广场隆江猪脚饭,2024-12-09 02:18:00,2024-12-09 01:18:17,5.0,0.0,5.0,2024-12-09 02:53:45,顾俊,2024-12-09 04:46:17,设备维护,顾俊,2024-12-09 06:40:53,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20241204150724_1733702862315.jpg,2024-12-09 01:18:17,0.0,2024-12-08 21:44:23,0.0,2024-12-08 21:44:23,0.0,2024-12-08 21:44:23,0.0,2024-12-08 21:44:23,/,/,/,/,/,/,/,/,/,/,/,/,0.0,2024-12-09 02:21:41,0.0,2024-12-09 02:21:41,0.0,2024-12-09 10:46:29,0.0,2024-12-09 10:46:29,0.0,2024-12-09 10:46:29,0.0,2024-12-09 10:46:29,/,/,/,/,/,/,/,/
423,燃气爆炸,RQ011865788455339044865,3,否,非误报,设备调试,设备维护,消警,RQ0101,DQLJQZXLBJ10-798,冬青路加气站10#泄漏报警探头,冬青路加气站,2024-12-09 00:01:00,2024-12-09 00:00:00,1.0,0.0,1.0,2024-12-09 01:20:02,中控,2024-12-09 03:19:05,设备维护,中控,2024-12-09 04:19:29,设备维护,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/场站_1733694454146.jpg,2024-12-09 00:00:00,0.0,2024-12-08 23:40:00,0.0,2024-12-08 23:20:00,0.0,2024-12-08 23:00:00,0.0,2024-12-08 22:40:00,0.0,2024-12-08 22:20:00,0.0,2024-12-08 22:00:00,0.0,2024-12-08 21:40:00,0.0,2024-12-08 21:20:00,0.0,2024-12-08 21:00:00,0.0,2024-12-08 20:40:00,0.0,2024-12-09 00:20:00,0.0,2024-12-09 00:40:00,0.0,2024-12-09 01:00:00,0.0,2024-12-09 01:20:00,0.0,2024-12-09 01:40:00,0.0,2024-12-09 02:00:00,0.0,2024-12-09 02:20:00,0.0,2024-12-09 02:40:00,0.0,2024-12-09 03:00:00,0.0,2024-12-09 03:20:00
